#1
double	Pel(35040,2)
3816900	0.0474
3817800	0.0471
3818700	0.0468
3819600	0.0468
3820500	0.0471
3821400	0.0478
3822300	0.0493
3823200	0.0518
3824100	0.0557
3825000	0.0610
3825900	0.0676
3826800	0.0753
3827700	0.0842
3828600	0.0942
3829500	0.1052
3830400	0.1170
3831300	0.1293
3832200	0.1415
3833100	0.1527
3834000	0.1617
3834900	0.1682
3835800	0.1725
3836700	0.1752
3837600	0.1770
3838500	0.1785
3839400	0.1799
3840300	0.1814
3841200	0.1831
3842100	0.1852
3843000	0.1876
3843900	0.1907
3844800	0.1943
3845700	0.1985
3846600	0.2027
3847500	0.2058
3848400	0.2075
3849300	0.2071
3850200	0.2049
3851100	0.2014
3852000	0.1974
3852900	0.1932
3853800	0.1893
3854700	0.1855
3855600	0.1821
3856500	0.1791
3857400	0.1765
3858300	0.1744
3859200	0.1730
3860100	0.1722
3861000	0.1732
3861900	0.1771
3862800	0.1852
3863700	0.1979
3864600	0.2134
3865500	0.2291
3866400	0.2421
3867300	0.2508
3868200	0.2556
3869100	0.2580
3870000	0.2594
3870900	0.2606
3871800	0.2603
3872700	0.2572
3873600	0.2492
3874500	0.2358
3875400	0.2188
3876300	0.2009
3877200	0.1852
3878100	0.1734
3879000	0.1654
3879900	0.1601
3880800	0.1567
3881700	0.1541
3882600	0.1517
3883500	0.1486
3884400	0.1445
3885300	0.1386
3886200	0.1313
3887100	0.1232
3888000	0.1150
3888900	0.1067
3889800	0.0989
3890700	0.0915
3891600	0.0843
3892500	0.0773
3893400	0.0710
3894300	0.0654
3895200	0.0609
3896100	0.0577
3897000	0.0555
3897900	0.0539
3898800	0.0528
3899700	0.0517
3900600	0.0506
3901500	0.0496
3902400	0.0488
3903300	0.0479
3904200	0.0473
3905100	0.0470
3906000	0.0467
3906900	0.0467
3907800	0.0468
3908700	0.0472
3909600	0.0477
3910500	0.0484
3911400	0.0493
3912300	0.0504
3913200	0.0517
3914100	0.0537
3915000	0.0568
3915900	0.0623
3916800	0.0711
3917700	0.0837
3918600	0.0992
3919500	0.1161
3920400	0.1330
3921300	0.1487
3922200	0.1631
3923100	0.1761
3924000	0.1879
3924900	0.1983
3925800	0.2080
3926700	0.2171
3927600	0.2264
3928500	0.2358
3929400	0.2447
3930300	0.2520
3931200	0.2569
3932100	0.2584
3933000	0.2564
3933900	0.2512
3934800	0.2426
3935700	0.2313
3936600	0.2180
3937500	0.2041
3938400	0.1909
3939300	0.1793
3940200	0.1694
3941100	0.1611
3942000	0.1543
3942900	0.1488
3943800	0.1441
3944700	0.1400
3945600	0.1360
3946500	0.1321
3947400	0.1292
3948300	0.1283
3949200	0.1310
3950100	0.1377
3951000	0.1475
3951900	0.1586
3952800	0.1696
3953700	0.1791
3954600	0.1872
3955500	0.1948
3956400	0.2020
3957300	0.2092
3958200	0.2152
3959100	0.2185
3960000	0.2173
3960900	0.2109
3961800	0.2009
3962700	0.1898
3963600	0.1797
3964500	0.1725
3965400	0.1674
3966300	0.1631
3967200	0.1583
3968100	0.1522
3969000	0.1447
3969900	0.1361
3970800	0.1269
3971700	0.1173
3972600	0.1078
3973500	0.0984
3974400	0.0893
3975300	0.0823
3976200	0.0740
3977100	0.0668
3978000	0.0607
3978900	0.0562
3979800	0.0531
3980700	0.0510
3981600	0.0497
3982500	0.0488
3983400	0.0482
3984300	0.0480
3985200	0.0476
3986100	0.0472
3987000	0.0470
3987900	0.0466
3988800	0.0466
3989700	0.0467
3990600	0.0472
3991500	0.0478
3992400	0.0487
3993300	0.0498
3994200	0.0525
3995100	0.0581
3996000	0.0679
3996900	0.0828
3997800	0.1008
3998700	0.1193
3999600	0.1357
4000500	0.1480
4001400	0.1564
4002300	0.1615
4003200	0.1641
4004100	0.1648
4005000	0.1641
4005900	0.1620
4006800	0.1591
4007700	0.1555
4008600	0.1517
4009500	0.1479
4010400	0.1449
4011300	0.1428
4012200	0.1415
4013100	0.1408
4014000	0.1408
4014900	0.1413
4015800	0.1424
4016700	0.1445
4017600	0.1479
4018500	0.1527
4019400	0.1578
4020300	0.1619
4021200	0.1641
4022100	0.1634
4023000	0.1603
4023900	0.1558
4024800	0.1509
4025700	0.1463
4026600	0.1422
4027500	0.1384
4028400	0.1348
4029300	0.1313
4030200	0.1284
4031100	0.1260
4032000	0.1247
4032900	0.1244
4033800	0.1256
4034700	0.1285
4035600	0.1338
4036500	0.1412
4037400	0.1506
4038300	0.1614
4039200	0.1732
4040100	0.1855
4041000	0.1975
4041900	0.2084
4042800	0.2178
4043700	0.2248
4044600	0.2291
4045500	0.2300
4046400	0.2269
4047300	0.2200
4048200	0.2102
4049100	0.1995
4050000	0.1894
4050900	0.1813
4051800	0.1746
4052700	0.1685
4053600	0.1621
4054500	0.1548
4055400	0.1467
4056300	0.1379
4057200	0.1287
4058100	0.1193
4059000	0.1098
4059900	0.1004
4060800	0.0912
4061700	0.0821
4062600	0.0739
4063500	0.0667
4064400	0.0606
4065300	0.0561
4066200	0.0530
4067100	0.0509
4068000	0.0496
4068900	0.0487
4069800	0.0481
4070700	0.0479
4071600	0.0475
4072500	0.0471
4073400	0.0469
4074300	0.0465
4075200	0.0465
4076100	0.0466
4077000	0.0471
4077900	0.0477
4078800	0.0486
4079700	0.0497
4080600	0.0524
4081500	0.0579
4082400	0.0678
4083300	0.0826
4084200	0.1006
4085100	0.1190
4086000	0.1354
4086900	0.1477
4087800	0.1561
4088700	0.1612
4089600	0.1637
4090500	0.1645
4091400	0.1637
4092300	0.1617
4093200	0.1588
4094100	0.1551
4095000	0.1514
4095900	0.1476
4096800	0.1446
4097700	0.1425
4098600	0.1412
4099500	0.1405
4100400	0.1405
4101300	0.1410
4102200	0.1421
4103100	0.1442
4104000	0.1476
4104900	0.1523
4105800	0.1574
4106700	0.1616
4107600	0.1637
4108500	0.1630
4109400	0.1600
4110300	0.1555
4111200	0.1506
4112100	0.1460
4113000	0.1419
4113900	0.1381
4114800	0.1345
4115700	0.1311
4116600	0.1282
4117500	0.1257
4118400	0.1244
4119300	0.1241
4120200	0.1254
4121100	0.1283
4122000	0.1335
4122900	0.1409
4123800	0.1503
4124700	0.1611
4125600	0.1729
4126500	0.1851
4127400	0.1970
4128300	0.2080
4129200	0.2173
4130100	0.2244
4131000	0.2286
4131900	0.2295
4132800	0.2264
4133700	0.2195
4134600	0.2098
4135500	0.1991
4136400	0.1890
4137300	0.1809
4138200	0.1742
4139100	0.1681
4140000	0.1618
4140900	0.1545
4141800	0.1464
4142700	0.1376
4143600	0.1284
4144500	0.1190
4145400	0.1096
4146300	0.1002
4147200	0.0910
4148100	0.0819
4149000	0.0737
4149900	0.0665
4150800	0.0605
4151700	0.0560
4152600	0.0528
4153500	0.0508
4154400	0.0495
4155300	0.0486
4156200	0.0480
4157100	0.0478
4158000	0.0474
4158900	0.0470
4159800	0.0468
4160700	0.0464
4161600	0.0464
4162500	0.0465
4163400	0.0470
4164300	0.0476
4165200	0.0485
4166100	0.0496
4167000	0.0522
4167900	0.0578
4168800	0.0676
4169700	0.0824
4170600	0.1004
4171500	0.1188
4172400	0.1352
4173300	0.1474
4174200	0.1558
4175100	0.1608
4176000	0.1634
4176900	0.1641
4177800	0.1634
4178700	0.1613
4179600	0.1584
4180500	0.1548
4181400	0.1510
4182300	0.1473
4183200	0.1442
4184100	0.1422
4185000	0.1408
4185900	0.1402
4186800	0.1402
4187700	0.1407
4188600	0.1418
4189500	0.1439
4190400	0.1473
4191300	0.1520
4192200	0.1571
4193100	0.1612
4194000	0.1634
4194900	0.1627
4195800	0.1596
4196700	0.1552
4197600	0.1503
4198500	0.1457
4199400	0.1416
4200300	0.1378
4201200	0.1342
4202100	0.1308
4203000	0.1279
4203900	0.1255
4204800	0.1241
4205700	0.1239
4206600	0.1251
4207500	0.1280
4208400	0.1332
4209300	0.1406
4210200	0.1499
4211100	0.1607
4212000	0.1725
4212900	0.1847
4213800	0.1966
4214700	0.2075
4215600	0.2168
4216500	0.2239
4217400	0.2281
4218300	0.2290
4219200	0.2259
4220100	0.2190
4221000	0.2093
4221900	0.1987
4222800	0.1886
4223700	0.1805
4224600	0.1738
4225500	0.1678
4226400	0.1615
4227300	0.1542
4228200	0.1461
4229100	0.1373
4230000	0.1281
4230900	0.1188
4231800	0.1093
4232700	0.1000
4233600	0.0908
4234500	0.0818
4235400	0.0735
4236300	0.0664
4237200	0.0604
4238100	0.0559
4239000	0.0527
4239900	0.0507
4240800	0.0493
4241700	0.0485
4242600	0.0479
4243500	0.0477
4244400	0.0473
4245300	0.0469
4246200	0.0467
4247100	0.0463
4248000	0.0463
4248900	0.0464
4249800	0.0469
4250700	0.0475
4251600	0.0484
4252500	0.0495
4253400	0.0521
4254300	0.0577
4255200	0.0675
4256100	0.0822
4257000	0.1001
4257900	0.1185
4258800	0.1349
4259700	0.1471
4260600	0.1554
4261500	0.1605
4262400	0.1630
4263300	0.1638
4264200	0.1630
4265100	0.1610
4266000	0.1581
4266900	0.1544
4267800	0.1507
4268700	0.1469
4269600	0.1439
4270500	0.1419
4271400	0.1405
4272300	0.1399
4273200	0.1399
4274100	0.1404
4275000	0.1415
4275900	0.1436
4276800	0.1469
4277700	0.1517
4278600	0.1567
4279500	0.1609
4280400	0.1630
4281300	0.1623
4282200	0.1593
4283100	0.1548
4284000	0.1500
4284900	0.1454
4285800	0.1413
4286700	0.1375
4287600	0.1339
4288500	0.1305
4289400	0.1276
4290300	0.1252
4291200	0.1238
4292100	0.1236
4293000	0.1248
4293900	0.1277
4294800	0.1329
4295700	0.1403
4296600	0.1496
4297500	0.1604
4298400	0.1721
4299300	0.1843
4300200	0.1962
4301100	0.2071
4302000	0.2164
4302900	0.2234
4303800	0.2276
4304700	0.2285
4305600	0.2254
4306500	0.2185
4307400	0.2089
4308300	0.1982
4309200	0.1882
4310100	0.1801
4311000	0.1734
4311900	0.1674
4312800	0.1611
4313700	0.1538
4314600	0.1457
4315500	0.1370
4316400	0.1278
4317300	0.1185
4318200	0.1091
4319100	0.0998
4320000	0.0906
4320900	0.0816
4321800	0.0734
4322700	0.0662
4323600	0.0602
4324500	0.0557
4325400	0.0526
4326300	0.0506
4327200	0.0492
4328100	0.0484
4329000	0.0478
4329900	0.0475
4330800	0.0472
4331700	0.0468
4332600	0.0466
4333500	0.0462
4334400	0.0462
4335300	0.0463
4336200	0.0468
4337100	0.0474
4338000	0.0483
4338900	0.0494
4339800	0.0520
4340700	0.0576
4341600	0.0673
4342500	0.0821
4343400	0.0999
4344300	0.1183
4345200	0.1345
4346100	0.1467
4347000	0.1551
4347900	0.1601
4348800	0.1627
4349700	0.1634
4350600	0.1627
4351500	0.1606
4352400	0.1577
4353300	0.1541
4354200	0.1504
4355100	0.1466
4356000	0.1436
4356900	0.1415
4357800	0.1402
4358700	0.1396
4359600	0.1396
4360500	0.1401
4361400	0.1412
4362300	0.1432
4363200	0.1466
4364100	0.1513
4365000	0.1564
4365900	0.1605
4366800	0.1627
4367700	0.1619
4368600	0.1589
4369500	0.1545
4370400	0.1496
4371300	0.1450
4372200	0.1409
4373100	0.1372
4374000	0.1336
4374900	0.1302
4375800	0.1273
4376700	0.1249
4377600	0.1236
4378500	0.1233
4379400	0.1245
4380300	0.1274
4381200	0.1326
4382100	0.1400
4383000	0.1493
4383900	0.1600
4384800	0.1717
4385700	0.1839
4386600	0.1957
4387500	0.2066
4388400	0.2159
4389300	0.2229
4390200	0.2271
4391100	0.2279
4392000	0.2249
4392900	0.2180
4393800	0.2084
4394700	0.1978
4395600	0.1878
4396500	0.1797
4397400	0.1730
4398300	0.1670
4399200	0.1607
4400100	0.1535
4401000	0.1454
4401900	0.1367
4402800	0.1275
4403700	0.1183
4404600	0.1088
4405500	0.0996
4406400	0.0904
4407300	0.0852
4408200	0.0821
4409100	0.0793
4410000	0.0762
4410900	0.0716
4411800	0.0662
4412700	0.0608
4413600	0.0561
4414500	0.0528
4415400	0.0509
4416300	0.0498
4417200	0.0491
4418100	0.0485
4419000	0.0480
4419900	0.0476
4420800	0.0471
4421700	0.0467
4422600	0.0463
4423500	0.0461
4424400	0.0461
4425300	0.0463
4426200	0.0471
4427100	0.0485
4428000	0.0510
4428900	0.0549
4429800	0.0601
4430700	0.0666
4431600	0.0742
4432500	0.0829
4433400	0.0928
4434300	0.1037
4435200	0.1152
4436100	0.1274
4437000	0.1394
4437900	0.1504
4438800	0.1593
4439700	0.1657
4440600	0.1699
4441500	0.1725
4442400	0.1743
4443300	0.1758
4444200	0.1772
4445100	0.1787
4446000	0.1803
4446900	0.1824
4447800	0.1848
4448700	0.1878
4449600	0.1914
4450500	0.1955
4451400	0.1996
4452300	0.2027
4453200	0.2044
4454100	0.2039
4455000	0.2018
4455900	0.1984
4456800	0.1944
4457700	0.1903
4458600	0.1865
4459500	0.1827
4460400	0.1794
4461300	0.1764
4462200	0.1738
4463100	0.1718
4464000	0.1703
4464900	0.1696
4465800	0.1706
4466700	0.1744
4467600	0.1824
4468500	0.1949
4469400	0.2102
4470300	0.2256
4471200	0.2385
4472100	0.2470
4473000	0.2517
4473900	0.2541
4474800	0.2555
4475700	0.2567
4476600	0.2564
4477500	0.2533
4478400	0.2455
4479300	0.2322
4480200	0.2155
4481100	0.1979
4482000	0.1824
4482900	0.1708
4483800	0.1629
4484700	0.1577
4485600	0.1543
4486500	0.1518
4487400	0.1494
4488300	0.1464
4489200	0.1423
4490100	0.1365
4491000	0.1293
4491900	0.1214
4492800	0.1133
4493700	0.1051
4494600	0.0974
4495500	0.0901
4496400	0.0830
4497300	0.0761
4498200	0.0699
4499100	0.0644
4500000	0.0599
4500900	0.0568
4501800	0.0546
4502700	0.0531
4503600	0.0520
4504500	0.0509
4505400	0.0498
4506300	0.0489
4507200	0.0480
4508100	0.0472
4509000	0.0466
4509900	0.0462
4510800	0.0460
4511700	0.0460
4512600	0.0461
4513500	0.0465
4514400	0.0470
4515300	0.0477
4516200	0.0485
4517100	0.0496
4518000	0.0509
4518900	0.0528
4519800	0.0560
4520700	0.0614
4521600	0.0700
4522500	0.0824
4523400	0.0976
4524300	0.1143
4525200	0.1309
4526100	0.1464
4527000	0.1606
4527900	0.1734
4528800	0.1850
4529700	0.1953
4530600	0.2048
4531500	0.2138
4532400	0.2229
4533300	0.2322
4534200	0.2409
4535100	0.2481
4536000	0.2529
4536900	0.2544
4537800	0.2525
4538700	0.2473
4539600	0.2389
4540500	0.2277
4541400	0.2146
4542300	0.2009
4543200	0.1880
4544100	0.1765
4545000	0.1668
4545900	0.1587
4546800	0.1519
4547700	0.1465
4548600	0.1418
4549500	0.1379
4550400	0.1339
4551300	0.1301
4552200	0.1272
4553100	0.1263
4554000	0.1290
4554900	0.1356
4555800	0.1452
4556700	0.1561
4557600	0.1669
4558500	0.1763
4559400	0.1844
4560300	0.1918
4561200	0.1989
4562100	0.2060
4563000	0.2119
4563900	0.2151
4564800	0.2139
4565700	0.2077
4566600	0.1978
4567500	0.1869
4568400	0.1769
4569300	0.1698
4570200	0.1648
4571100	0.1606
4572000	0.1559
4572900	0.1499
4573800	0.1424
4574700	0.1340
4575600	0.1249
4576500	0.1155
4577400	0.1062
4578300	0.0969
4579200	0.0879
4580100	0.0810
4581000	0.0728
4581900	0.0658
4582800	0.0598
4583700	0.0554
4584600	0.0522
4585500	0.0502
4586400	0.0489
4587300	0.0480
4588200	0.0474
4589100	0.0472
4590000	0.0468
4590900	0.0465
4591800	0.0462
4592700	0.0459
4593600	0.0459
4594500	0.0460
4595400	0.0465
4596300	0.0471
4597200	0.0479
4598100	0.0490
4599000	0.0516
4599900	0.0571
4600800	0.0669
4601700	0.0815
4602600	0.0992
4603500	0.1174
4604400	0.1336
4605300	0.1457
4606200	0.1540
4607100	0.1590
4608000	0.1615
4608900	0.1622
4609800	0.1615
4610700	0.1595
4611600	0.1566
4612500	0.1530
4613400	0.1493
4614300	0.1456
4615200	0.1426
4616100	0.1405
4617000	0.1392
4617900	0.1386
4618800	0.1386
4619700	0.1391
4620600	0.1402
4621500	0.1422
4622400	0.1456
4623300	0.1502
4624200	0.1553
4625100	0.1593
4626000	0.1615
4626900	0.1608
4627800	0.1578
4628700	0.1534
4629600	0.1486
4630500	0.1440
4631400	0.1399
4632300	0.1362
4633200	0.1326
4634100	0.1293
4635000	0.1264
4635900	0.1240
4636800	0.1227
4637700	0.1224
4638600	0.1236
4639500	0.1265
4640400	0.1317
4641300	0.1390
4642200	0.1482
4643100	0.1589
4644000	0.1705
4644900	0.1826
4645800	0.1943
4646700	0.2051
4647600	0.2143
4648500	0.2213
4649400	0.2255
4650300	0.2263
4651200	0.2233
4652100	0.2165
4653000	0.2069
4653900	0.1964
4654800	0.1864
4655700	0.1784
4656600	0.1718
4657500	0.1658
4658400	0.1596
4659300	0.1524
4660200	0.1444
4661100	0.1357
4662000	0.1266
4662900	0.1174
4663800	0.1081
4664700	0.0988
4665600	0.0897
4666500	0.0808
4667400	0.0727
4668300	0.0656
4669200	0.0596
4670100	0.0552
4671000	0.0521
4671900	0.0501
4672800	0.0488
4673700	0.0479
4674600	0.0473
4675500	0.0471
4676400	0.0467
4677300	0.0464
4678200	0.0461
4679100	0.0458
4680000	0.0458
4680900	0.0459
4681800	0.0464
4682700	0.0470
4683600	0.0478
4684500	0.0489
4685400	0.0515
4686300	0.0570
4687200	0.0667
4688100	0.0813
4689000	0.0990
4689900	0.1171
4690800	0.1333
4691700	0.1453
4692600	0.1536
4693500	0.1586
4694400	0.1611
4695300	0.1618
4696200	0.1611
4697100	0.1591
4698000	0.1562
4698900	0.1526
4699800	0.1489
4700700	0.1452
4701600	0.1422
4702500	0.1402
4703400	0.1389
4704300	0.1383
4705200	0.1383
4706100	0.1388
4707000	0.1398
4707900	0.1419
4708800	0.1452
4709700	0.1499
4710600	0.1549
4711500	0.1590
4712400	0.1611
4713300	0.1604
4714200	0.1574
4715100	0.1530
4716000	0.1482
4716900	0.1437
4717800	0.1396
4718700	0.1359
4719600	0.1323
4720500	0.1290
4721400	0.1261
4722300	0.1237
4723200	0.1224
4724100	0.1221
4725000	0.1233
4725900	0.1262
4726800	0.1313
4727700	0.1386
4728600	0.1478
4729500	0.1585
4730400	0.1701
4731300	0.1821
4732200	0.1939
4733100	0.2046
4734000	0.2138
4734900	0.2207
4735800	0.2249
4736700	0.2258
4737600	0.2228
4738500	0.2160
4739400	0.2064
4740300	0.1959
4741200	0.1860
4742100	0.1780
4743000	0.1714
4743900	0.1654
4744800	0.1592
4745700	0.1520
4746600	0.1440
4747500	0.1354
4748400	0.1263
4749300	0.1171
4750200	0.1078
4751100	0.0986
4752000	0.0895
4752900	0.0806
4753800	0.0725
4754700	0.0654
4755600	0.0595
4756500	0.0551
4757400	0.0520
4758300	0.0500
4759200	0.0486
4760100	0.0478
4761000	0.0472
4761900	0.0470
4762800	0.0466
4763700	0.0463
4764600	0.0460
4765500	0.0457
4766400	0.0457
4767300	0.0458
4768200	0.0463
4769100	0.0469
4770000	0.0477
4770900	0.0488
4771800	0.0514
4772700	0.0569
4773600	0.0665
4774500	0.0811
4775400	0.0987
4776300	0.1168
4777200	0.1329
4778100	0.1450
4779000	0.1532
4779900	0.1582
4780800	0.1607
4781700	0.1614
4782600	0.1607
4783500	0.1587
4784400	0.1558
4785300	0.1522
4786200	0.1485
4787100	0.1448
4788000	0.1419
4788900	0.1398
4789800	0.1385
4790700	0.1379
4791600	0.1379
4792500	0.1384
4793400	0.1395
4794300	0.1415
4795200	0.1448
4796100	0.1495
4797000	0.1545
4797900	0.1586
4798800	0.1607
4799700	0.1600
4800600	0.1570
4801500	0.1526
4802400	0.1478
4803300	0.1433
4804200	0.1392
4805100	0.1355
4806000	0.1320
4806900	0.1286
4807800	0.1258
4808700	0.1234
4809600	0.1221
4810500	0.1218
4811400	0.1230
4812300	0.1259
4813200	0.1310
4814100	0.1383
4815000	0.1475
4815900	0.1581
4816800	0.1696
4817700	0.1817
4818600	0.1934
4819500	0.2041
4820400	0.2133
4821300	0.2202
4822200	0.2244
4823100	0.2252
4824000	0.2222
4824900	0.2154
4825800	0.2059
4826700	0.1954
4827600	0.1855
4828500	0.1775
4829400	0.1710
4830300	0.1650
4831200	0.1588
4832100	0.1516
4833000	0.1437
4833900	0.1351
4834800	0.1260
4835700	0.1168
4836600	0.1075
4837500	0.0984
4838400	0.0893
4839300	0.0804
4840200	0.0723
4841100	0.0653
4842000	0.0593
4842900	0.0549
4843800	0.0518
4844700	0.0498
4845600	0.0485
4846500	0.0477
4847400	0.0471
4848300	0.0468
4849200	0.0465
4850100	0.0461
4851000	0.0459
4851900	0.0455
4852800	0.0455
4853700	0.0457
4854600	0.0461
4855500	0.0467
4856400	0.0476
4857300	0.0486
4858200	0.0512
4859100	0.0567
4860000	0.0664
4860900	0.0809
4861800	0.0985
4862700	0.1165
4863600	0.1326
4864500	0.1446
4865400	0.1528
4866300	0.1578
4867200	0.1603
4868100	0.1610
4869000	0.1603
4869900	0.1583
4870800	0.1554
4871700	0.1518
4872600	0.1482
4873500	0.1445
4874400	0.1415
4875300	0.1395
4876200	0.1382
4877100	0.1376
4878000	0.1376
4878900	0.1381
4879800	0.1391
4880700	0.1411
4881600	0.1445
4882500	0.1491
4883400	0.1541
4884300	0.1581
4885200	0.1603
4886100	0.1596
4887000	0.1566
4887900	0.1522
4888800	0.1474
4889700	0.1429
4890600	0.1389
4891500	0.1352
4892400	0.1316
4893300	0.1283
4894200	0.1254
4895100	0.1231
4896000	0.1218
4896900	0.1215
4897800	0.1227
4898700	0.1256
4899600	0.1307
4900500	0.1379
4901400	0.1471
4902300	0.1577
4903200	0.1692
4904100	0.1812
4905000	0.1929
4905900	0.2036
4906800	0.2127
4907700	0.2196
4908600	0.2238
4909500	0.2246
4910400	0.2216
4911300	0.2149
4912200	0.2054
4913100	0.1949
4914000	0.1850
4914900	0.1771
4915800	0.1705
4916700	0.1646
4917600	0.1584
4918500	0.1513
4919400	0.1433
4920300	0.1347
4921200	0.1257
4922100	0.1165
4923000	0.1073
4923900	0.0981
4924800	0.0891
4925700	0.0802
4926600	0.0721
4927500	0.0651
4928400	0.0592
4929300	0.0548
4930200	0.0517
4931100	0.0497
4932000	0.0484
4932900	0.0476
4933800	0.0470
4934700	0.0467
4935600	0.0464
4936500	0.0460
4937400	0.0458
4938300	0.0454
4939200	0.0454
4940100	0.0455
4941000	0.0460
4941900	0.0466
4942800	0.0474
4943700	0.0485
4944600	0.0511
4945500	0.0566
4946400	0.0662
4947300	0.0806
4948200	0.0982
4949100	0.1162
4950000	0.1322
4950900	0.1442
4951800	0.1524
4952700	0.1574
4953600	0.1599
4954500	0.1606
4955400	0.1599
4956300	0.1579
4957200	0.1550
4958100	0.1514
4959000	0.1478
4959900	0.1441
4960800	0.1411
4961700	0.1391
4962600	0.1378
4963500	0.1372
4964400	0.1372
4965300	0.1377
4966200	0.1388
4967100	0.1408
4968000	0.1441
4968900	0.1487
4969800	0.1537
4970700	0.1577
4971600	0.1599
4972500	0.1592
4973400	0.1562
4974300	0.1518
4975200	0.1471
4976100	0.1426
4977000	0.1385
4977900	0.1348
4978800	0.1313
4979700	0.1280
4980600	0.1251
4981500	0.1227
4982400	0.1214
4983300	0.1212
4984200	0.1224
4985100	0.1252
4986000	0.1303
4986900	0.1376
4987800	0.1467
4988700	0.1573
4989600	0.1688
4990500	0.1807
4991400	0.1924
4992300	0.2030
4993200	0.2122
4994100	0.2190
4995000	0.2232
4995900	0.2240
4996800	0.2211
4997700	0.2143
4998600	0.2048
4999500	0.1944
5000400	0.1845
5001300	0.1766
5002200	0.1701
5003100	0.1641
5004000	0.1580
5004900	0.1509
5005800	0.1429
5006700	0.1344
5007600	0.1254
5008500	0.1162
5009400	0.1070
5010300	0.0978
5011200	0.0888
5012100	0.0837
5013000	0.0807
5013900	0.0779
5014800	0.0749
5015700	0.0704
5016600	0.0651
5017500	0.0597
5018400	0.0551
5019300	0.0519
5020200	0.0500
5021100	0.0490
5022000	0.0483
5022900	0.0477
5023800	0.0472
5024700	0.0467
5025600	0.0462
5026500	0.0459
5027400	0.0455
5028300	0.0453
5029200	0.0453
5030100	0.0455
5031000	0.0462
5031900	0.0477
5032800	0.0502
5033700	0.0539
5034600	0.0590
5035500	0.0654
5036400	0.0729
5037300	0.0815
5038200	0.0912
5039100	0.1018
5040000	0.1132
5040900	0.1251
5041800	0.1370
5042700	0.1477
5043600	0.1565
5044500	0.1628
5045400	0.1669
5046300	0.1695
5047200	0.1713
5048100	0.1727
5049000	0.1741
5049900	0.1755
5050800	0.1772
5051700	0.1792
5052600	0.1816
5053500	0.1845
5054400	0.1881
5055300	0.1921
5056200	0.1961
5057100	0.1992
5058000	0.2008
5058900	0.2004
5059800	0.1982
5060700	0.1949
5061600	0.1910
5062500	0.1870
5063400	0.1832
5064300	0.1796
5065200	0.1762
5066100	0.1733
5067000	0.1708
5067900	0.1688
5068800	0.1674
5069700	0.1667
5070600	0.1676
5071500	0.1714
5072400	0.1792
5073300	0.1915
5074200	0.2065
5075100	0.2217
5076000	0.2343
5076900	0.2427
5077800	0.2473
5078700	0.2497
5079600	0.2510
5080500	0.2522
5081400	0.2519
5082300	0.2489
5083200	0.2412
5084100	0.2282
5085000	0.2117
5085900	0.1945
5086800	0.1792
5087700	0.1678
5088600	0.1600
5089500	0.1550
5090400	0.1516
5091300	0.1492
5092200	0.1468
5093100	0.1438
5094000	0.1398
5094900	0.1341
5095800	0.1270
5096700	0.1192
5097600	0.1113
5098500	0.1032
5099400	0.0957
5100300	0.0885
5101200	0.0815
5102100	0.0748
5103000	0.0687
5103900	0.0632
5104800	0.0589
5105700	0.0558
5106600	0.0537
5107500	0.0521
5108400	0.0511
5109300	0.0500
5110200	0.0490
5111100	0.0480
5112000	0.0472
5112900	0.0464
5113800	0.0458
5114700	0.0454
5115600	0.0452
5116500	0.0452
5117400	0.0453
5118300	0.0457
5119200	0.0461
5120100	0.0468
5121000	0.0477
5121900	0.0487
5122800	0.0500
5123700	0.0519
5124600	0.0550
5125500	0.0603
5126400	0.0688
5127300	0.0809
5128200	0.0959
5129100	0.1123
5130000	0.1286
5130900	0.1438
5131800	0.1577
5132700	0.1703
5133600	0.1817
5134500	0.1918
5135400	0.2011
5136300	0.2100
5137200	0.2189
5138100	0.2280
5139000	0.2366
5139900	0.2437
5140800	0.2484
5141700	0.2498
5142600	0.2480
5143500	0.2429
5144400	0.2346
5145300	0.2237
5146200	0.2108
5147100	0.1974
5148000	0.1846
5148900	0.1734
5149800	0.1639
5150700	0.1558
5151600	0.1492
5152500	0.1439
5153400	0.1393
5154300	0.1354
5155200	0.1315
5156100	0.1278
5157000	0.1249
5157900	0.1241
5158800	0.1267
5159700	0.1332
5160600	0.1426
5161500	0.1534
5162400	0.1640
5163300	0.1732
5164200	0.1811
5165100	0.1884
5166000	0.1953
5166900	0.2023
5167800	0.2081
5168700	0.2113
5169600	0.2101
5170500	0.2040
5171400	0.1943
5172300	0.1836
5173200	0.1738
5174100	0.1668
5175000	0.1618
5175900	0.1577
5176800	0.1531
5177700	0.1472
5178600	0.1399
5179500	0.1316
5180400	0.1227
5181300	0.1135
5182200	0.1043
5183100	0.0952
5184000	0.0863
5184900	0.0795
5185800	0.0715
5186700	0.0646
5187600	0.0587
5188500	0.0543
5189400	0.0513
5190300	0.0493
5191200	0.0480
5192100	0.0472
5193000	0.0466
5193900	0.0464
5194800	0.0460
5195700	0.0456
5196600	0.0454
5197500	0.0451
5198400	0.0451
5199300	0.0452
5200200	0.0456
5201100	0.0462
5202000	0.0471
5202900	0.0481
5203800	0.0507
5204700	0.0561
5205600	0.0656
5206500	0.0800
5207400	0.0974
5208300	0.1153
5209200	0.1312
5210100	0.1431
5211000	0.1512
5211900	0.1561
5212800	0.1586
5213700	0.1593
