#1
double	presence(8760,2)
12672000	0.345
12675600	0.448
12679200	0.483
12682800	0.69
12686400	0.862
12690000	0.862
12693600	1.0
12697200	1.0
12700800	1.0
12704400	1.0
12708000	1.0
12711600	1.0
12715200	1.0
12718800	1.0
12722400	0.862
12726000	0.621
12729600	0.483
12733200	0.172
12736800	0.207
12740400	0.172
12744000	0.345
12747600	0.517
12751200	0.345
12754800	0.379
12758400	0.345
12762000	0.448
12765600	0.483
12769200	0.69
12772800	0.862
12776400	0.862
12780000	1.0
12783600	1.0
12787200	1.0
12790800	1.0
12794400	1.0
12798000	1.0
12801600	1.0
12805200	1.0
12808800	0.862
12812400	0.621
12816000	0.483
12819600	0.172
12823200	0.207
12826800	0.172
12830400	0.345
12834000	0.517
12837600	0.345
12841200	0.379
12844800	0.345
12848400	0.448
12852000	0.483
12855600	0.69
12859200	0.862
12862800	0.862
12866400	1.0
12870000	1.0
12873600	0.996
12877200	0.996
12880800	0.996
12884400	1.0
12888000	1.0
12891600	0.996
12895200	0.822
12898800	0.724
12902400	0.655
12906000	0.552
12909600	0.448
12913200	0.31
12916800	0.586
12920400	0.655
12924000	0.552
12927600	0.483
12931200	0.448
12934800	0.483
12938400	0.517
12942000	0.69
12945600	0.759
12949200	0.793
12952800	0.793
12956400	0.966
12960000	0.996
12963600	0.996
12967200	1.0
12970800	1.0
12974400	1.0
12978000	0.996
12981600	0.822
12985200	0.724
12988800	0.655
12992400	0.552
12996000	0.448
12999600	0.31
13003200	0.586
13006800	0.655
13010400	0.552
13014000	0.483
13017600	0.448
13021200	0.483
13024800	0.517
13028400	0.69
13032000	0.759
13035600	0.793
13039200	0.793
13042800	0.966
13046400	1.0
13050000	1.0
13053600	1.0
13057200	1.0
13060800	1.0
13064400	1.0
13068000	0.862
13071600	0.621
13075200	0.483
13078800	0.172
13082400	0.207
13086000	0.172
13089600	0.345
13093200	0.517
13096800	0.345
13100400	0.379
13104000	0.345
13107600	0.448
13111200	0.483
13114800	0.69
13118400	0.862
13122000	0.862
13125600	1.0
13129200	1.0
13132800	1.0
13136400	1.0
13140000	1.0
13143600	1.0
13147200	1.0
13150800	1.0
13154400	0.862
13158000	0.621
13161600	0.483
13165200	0.172
13168800	0.207
13172400	0.172
13176000	0.345
13179600	0.517
13183200	0.345
13186800	0.379
13190400	0.345
13194000	0.448
13197600	0.483
13201200	0.69
13204800	0.862
13208400	0.862
13212000	1.0
13215600	1.0
13219200	1.0
13222800	1.0
13226400	1.0
13230000	1.0
13233600	1.0
13237200	1.0
13240800	0.862
13244400	0.621
13248000	0.483
13251600	0.172
13255200	0.207
13258800	0.172
13262400	0.345
13266000	0.517
13269600	0.345
13273200	0.379
13276800	0.345
13280400	0.448
13284000	0.483
13287600	0.69
13291200	0.862
13294800	0.862
13298400	1.0
13302000	1.0
13305600	0.996
13309200	0.996
13312800	1.0
13316400	1.0
13320000	1.0
13323600	0.996
13327200	0.822
13330800	0.724
13334400	0.655
13338000	0.552
13341600	0.448
13345200	0.31
13348800	0.586
13352400	0.655
13356000	0.552
13359600	0.483
13363200	0.448
13366800	0.483
13370400	0.517
13374000	0.69
13377600	0.759
13381200	0.793
13384800	0.793
13388400	0.966
13392000	1.0
13395600	1.0
13399200	1.0
13402800	1.0
13406400	1.0
13410000	1.0
13413600	0.862
13417200	0.621
13420800	0.483
13424400	0.172
13428000	0.207
13431600	0.172
13435200	0.345
13438800	0.517
13442400	0.345
13446000	0.379
13449600	0.345
13453200	0.448
13456800	0.483
13460400	0.69
13464000	0.862
13467600	0.862
13471200	1.0
13474800	1.0
13478400	0.996
13482000	0.996
13485600	0.996
13489200	1.0
13492800	1.0
13496400	0.996
13500000	0.822
13503600	0.724
13507200	0.655
13510800	0.552
13514400	0.448
13518000	0.31
13521600	0.586
13525200	0.655
13528800	0.552
13532400	0.483
13536000	0.448
13539600	0.483
13543200	0.517
13546800	0.69
13550400	0.759
13554000	0.793
13557600	0.793
13561200	0.966
13564800	0.996
13568400	0.996
13572000	1.0
13575600	1.0
13579200	1.0
13582800	0.996
13586400	0.822
13590000	0.724
13593600	0.655
13597200	0.552
13600800	0.448
13604400	0.31
13608000	0.586
13611600	0.655
13615200	0.552
13618800	0.483
13622400	0.448
13626000	0.483
13629600	0.517
13633200	0.69
13636800	0.759
13640400	0.793
13644000	0.793
13647600	0.966
13651200	1.0
13654800	1.0
13658400	1.0
13662000	1.0
13665600	1.0
13669200	1.0
13672800	0.862
13676400	0.621
13680000	0.483
13683600	0.172
13687200	0.207
13690800	0.172
13694400	0.345
13698000	0.517
13701600	0.345
13705200	0.379
13708800	0.345
13712400	0.448
13716000	0.483
13719600	0.69
13723200	0.862
13726800	0.862
13730400	1.0
13734000	1.0
13737600	1.0
13741200	1.0
13744800	1.0
13748400	1.0
13752000	1.0
13755600	1.0
13759200	0.862
13762800	0.621
13766400	0.483
13770000	0.172
13773600	0.207
13777200	0.172
13780800	0.345
13784400	0.517
13788000	0.345
13791600	0.379
13795200	0.345
13798800	0.448
13802400	0.483
13806000	0.69
13809600	0.862
13813200	0.862
13816800	1.0
13820400	1.0
13824000	1.0
13827600	1.0
13831200	1.0
13834800	1.0
13838400	1.0
13842000	1.0
13845600	0.862
13849200	0.621
13852800	0.483
13856400	0.172
13860000	0.207
13863600	0.172
13867200	0.345
13870800	0.517
13874400	0.345
13878000	0.379
13881600	0.345
13885200	0.448
13888800	0.483
13892400	0.69
13896000	0.862
13899600	0.862
13903200	1.0
13906800	1.0
13910400	1.0
13914000	1.0
13917600	1.0
13921200	1.0
13924800	1.0
13928400	1.0
13932000	0.862
13935600	0.621
13939200	0.483
13942800	0.172
13946400	0.207
13950000	0.172
13953600	0.345
13957200	0.517
13960800	0.345
13964400	0.379
13968000	0.345
13971600	0.448
13975200	0.483
13978800	0.69
13982400	0.862
13986000	0.862
13989600	1.0
13993200	1.0
13996800	1.0
14000400	1.0
14004000	1.0
14007600	1.0
14011200	1.0
14014800	1.0
14018400	0.862
14022000	0.621
14025600	0.483
14029200	0.172
14032800	0.207
14036400	0.172
14040000	0.345
14043600	0.517
14047200	0.345
14050800	0.379
14054400	0.345
14058000	0.448
14061600	0.483
14065200	0.69
14068800	0.862
14072400	0.862
14076000	1.0
14079600	1.0
14083200	0.996
14086800	0.996
14090400	0.996
14094000	1.0
14097600	1.0
14101200	0.996
14104800	0.822
14108400	0.724
14112000	0.655
14115600	0.552
14119200	0.448
14122800	0.31
14126400	0.586
14130000	0.655
14133600	0.552
14137200	0.483
14140800	0.448
14144400	0.483
14148000	0.517
14151600	0.69
14155200	0.759
14158800	0.793
14162400	0.793
14166000	0.966
14169600	0.996
14173200	0.996
14176800	1.0
14180400	1.0
14184000	1.0
14187600	0.996
14191200	0.822
14194800	0.724
14198400	0.655
14202000	0.552
14205600	0.448
14209200	0.31
14212800	0.586
14216400	0.655
14220000	0.552
14223600	0.483
14227200	0.448
14230800	0.483
14234400	0.517
14238000	0.69
14241600	0.759
14245200	0.793
14248800	0.793
14252400	0.966
14256000	1.0
14259600	1.0
14263200	1.0
14266800	1.0
14270400	1.0
14274000	1.0
14277600	0.862
14281200	0.621
14284800	0.483
14288400	0.172
14292000	0.207
14295600	0.172
14299200	0.345
14302800	0.517
14306400	0.345
14310000	0.379
14313600	0.345
14317200	0.448
14320800	0.483
14324400	0.69
14328000	0.862
14331600	0.862
14335200	1.0
14338800	1.0
14342400	1.0
14346000	1.0
14349600	1.0
14353200	1.0
14356800	1.0
14360400	1.0
14364000	0.862
14367600	0.621
14371200	0.483
14374800	0.172
14378400	0.207
14382000	0.172
14385600	0.345
14389200	0.517
14392800	0.345
14396400	0.379
14400000	0.345
14403600	0.448
14407200	0.483
14410800	0.69
14414400	0.862
14418000	0.862
14421600	1.0
14425200	1.0
14428800	1.0
14432400	1.0
14436000	1.0
14439600	1.0
14443200	1.0
14446800	1.0
14450400	0.862
14454000	0.621
14457600	0.483
14461200	0.172
14464800	0.207
14468400	0.172
14472000	0.345
14475600	0.517
14479200	0.345
14482800	0.379
14486400	0.345
14490000	0.448
14493600	0.483
14497200	0.69
14500800	0.862
14504400	0.862
14508000	1.0
14511600	1.0
14515200	1.0
14518800	1.0
14522400	1.0
14526000	1.0
14529600	1.0
14533200	1.0
14536800	0.862
14540400	0.621
14544000	0.483
14547600	0.172
14551200	0.207
14554800	0.172
14558400	0.345
14562000	0.517
14565600	0.345
14569200	0.379
14572800	0.345
14576400	0.448
14580000	0.483
14583600	0.69
14587200	0.862
14590800	0.862
14594400	1.0
14598000	1.0
14601600	1.0
14605200	1.0
14608800	1.0
14612400	1.0
14616000	1.0
14619600	1.0
14623200	0.862
14626800	0.621
14630400	0.483
14634000	0.172
14637600	0.207
14641200	0.172
14644800	0.345
14648400	0.517
14652000	0.345
14655600	0.379
14659200	0.345
14662800	0.448
14666400	0.483
14670000	0.69
14673600	0.862
14677200	0.862
14680800	1.0
14684400	1.0
14688000	0.996
14691600	0.996
14695200	0.996
14698800	1.0
14702400	1.0
14706000	0.996
14709600	0.822
14713200	0.724
14716800	0.655
14720400	0.552
14724000	0.448
14727600	0.31
14731200	0.586
14734800	0.655
14738400	0.552
14742000	0.483
14745600	0.448
14749200	0.483
14752800	0.517
14756400	0.69
14760000	0.759
14763600	0.793
14767200	0.793
14770800	0.966
14774400	0.996
14778000	0.996
14781600	1.0
14785200	1.0
14788800	1.0
14792400	0.996
14796000	0.822
14799600	0.724
14803200	0.655
14806800	0.552
14810400	0.448
14814000	0.31
14817600	0.586
14821200	0.655
14824800	0.552
14828400	0.483
14832000	0.448
14835600	0.483
14839200	0.517
14842800	0.69
14846400	0.759
14850000	0.793
14853600	0.793
14857200	0.966
14860800	1.0
14864400	1.0
14868000	1.0
14871600	1.0
14875200	1.0
14878800	1.0
14882400	0.862
14886000	0.621
14889600	0.483
14893200	0.172
14896800	0.207
14900400	0.172
14904000	0.345
14907600	0.517
14911200	0.345
14914800	0.379
14918400	0.345
14922000	0.448
14925600	0.483
14929200	0.69
14932800	0.862
14936400	0.862
14940000	1.0
14943600	1.0
14947200	1.0
14950800	1.0
14954400	1.0
14958000	1.0
14961600	1.0
14965200	1.0
14968800	0.862
14972400	0.621
14976000	0.483
14979600	0.172
14983200	0.207
14986800	0.172
14990400	0.345
14994000	0.517
14997600	0.345
15001200	0.379
15004800	0.345
15008400	0.448
15012000	0.483
15015600	0.69
15019200	0.862
15022800	0.862
15026400	1.0
15030000	1.0
15033600	1.0
15037200	1.0
15040800	1.0
15044400	1.0
15048000	1.0
15051600	1.0
15055200	0.862
15058800	0.621
15062400	0.483
15066000	0.172
15069600	0.207
15073200	0.172
15076800	0.345
15080400	0.517
15084000	0.345
15087600	0.379
15091200	0.345
15094800	0.448
15098400	0.483
15102000	0.69
15105600	0.862
15109200	0.862
15112800	1.0
15116400	1.0
15120000	1.0
15123600	1.0
15127200	1.0
15130800	1.0
15134400	1.0
15138000	1.0
15141600	0.862
15145200	0.621
15148800	0.483
15152400	0.172
15156000	0.207
15159600	0.172
15163200	0.345
15166800	0.517
15170400	0.345
15174000	0.379
15177600	0.345
15181200	0.448
15184800	0.483
15188400	0.69
15192000	0.862
15195600	0.862
15199200	1.0
15202800	1.0
15206400	1.0
15210000	1.0
15213600	1.0
15217200	1.0
15220800	1.0
15224400	1.0
15228000	0.862
15231600	0.621
15235200	0.483
15238800	0.172
15242400	0.207
15246000	0.172
15249600	0.345
15253200	0.517
15256800	0.345
15260400	0.379
15264000	0.345
15267600	0.448
15271200	0.483
15274800	0.69
15278400	0.862
15282000	0.862
15285600	1.0
15289200	1.0
15292800	0.996
15296400	0.996
15300000	0.996
15303600	1.0
15307200	1.0
15310800	0.996
15314400	0.822
15318000	0.724
15321600	0.655
15325200	0.552
15328800	0.448
15332400	0.31
15336000	0.586
15339600	0.655
15343200	0.552
15346800	0.483
15350400	0.448
15354000	0.483
15357600	0.517
15361200	0.69
15364800	0.759
15368400	0.793
15372000	0.793
15375600	0.966
15379200	0.996
15382800	0.996
15386400	1.0
15390000	1.0
15393600	1.0
15397200	0.996
15400800	0.822
15404400	0.724
15408000	0.655
15411600	0.552
15415200	0.448
15418800	0.31
15422400	0.586
15426000	0.655
15429600	0.552
15433200	0.483
15436800	0.448
15440400	0.483
15444000	0.517
15447600	0.69
15451200	0.759
15454800	0.793
15458400	0.793
15462000	0.966
15465600	1.0
15469200	1.0
15472800	1.0
15476400	1.0
15480000	1.0
15483600	1.0
15487200	0.862
15490800	0.621
15494400	0.483
15498000	0.172
15501600	0.207
15505200	0.172
15508800	0.345
15512400	0.517
15516000	0.345
15519600	0.379
15523200	0.345
15526800	0.448
15530400	0.483
15534000	0.69
15537600	0.862
15541200	0.862
15544800	1.0
15548400	1.0
15552000	1.0
15555600	1.0
15559200	1.0
15562800	1.0
15566400	1.0
15570000	1.0
15573600	0.862
15577200	0.621
15580800	0.483
15584400	0.172
15588000	0.207
15591600	0.172
15595200	0.345
15598800	0.517
15602400	0.345
15606000	0.379
15609600	0.345
15613200	0.448
15616800	0.483
15620400	0.69
15624000	0.862
15627600	0.862
15631200	1.0
15634800	1.0
15638400	1.0
15642000	1.0
15645600	1.0
15649200	1.0
15652800	1.0
15656400	1.0
15660000	0.862
15663600	0.621
15667200	0.483
15670800	0.172
15674400	0.207
15678000	0.172
15681600	0.345
15685200	0.517
15688800	0.345
15692400	0.379
15696000	0.345
15699600	0.448
15703200	0.483
15706800	0.69
15710400	0.862
15714000	0.862
15717600	1.0
15721200	1.0
15724800	1.0
15728400	1.0
15732000	1.0
15735600	1.0
15739200	1.0
15742800	1.0
15746400	0.862
15750000	0.621
15753600	0.483
15757200	0.172
15760800	0.207
15764400	0.172
15768000	0.345
15771600	0.517
15775200	0.345
15778800	0.379
15782400	0.345
15786000	0.448
15789600	0.483
15793200	0.69
15796800	0.862
15800400	0.862
15804000	1.0
15807600	1.0
15811200	1.0
15814800	1.0
15818400	1.0
15822000	1.0
15825600	1.0
15829200	1.0
15832800	0.862
15836400	0.621
15840000	0.483
15843600	0.172
15847200	0.207
15850800	0.172
15854400	0.345
15858000	0.517
15861600	0.345
15865200	0.379
15868800	0.345
15872400	0.448
15876000	0.483
15879600	0.69
15883200	0.862
15886800	0.862
15890400	1.0
15894000	1.0
15897600	0.996
15901200	0.996
15904800	0.996
15908400	1.0
15912000	1.0
15915600	0.996
15919200	0.822
15922800	0.724
15926400	0.655
15930000	0.552
15933600	0.448
15937200	0.31
15940800	0.586
15944400	0.655
15948000	0.552
15951600	0.483
15955200	0.448
15958800	0.483
15962400	0.517
15966000	0.69
15969600	0.759
15973200	0.793
15976800	0.793
15980400	0.966
15984000	0.996
15987600	0.996
15991200	1.0
15994800	1.0
15998400	1.0
16002000	0.996
16005600	0.822
16009200	0.724
16012800	0.655
16016400	0.552
16020000	0.448
16023600	0.31
16027200	0.586
16030800	0.655
16034400	0.552
16038000	0.483
16041600	0.448
16045200	0.483
16048800	0.517
16052400	0.69
16056000	0.759
16059600	0.793
16063200	0.793
16066800	0.966
16070400	1.0
16074000	1.0
16077600	1.0
16081200	1.0
16084800	1.0
16088400	1.0
16092000	0.862
16095600	0.621
16099200	0.483
16102800	0.172
16106400	0.207
16110000	0.172
16113600	0.345
16117200	0.517
16120800	0.345
16124400	0.379
16128000	0.345
16131600	0.448
16135200	0.483
16138800	0.69
16142400	0.862
16146000	0.862
16149600	1.0
16153200	1.0
16156800	1.0
16160400	1.0
16164000	1.0
16167600	1.0
16171200	1.0
16174800	1.0
16178400	0.862
16182000	0.621
16185600	0.483
16189200	0.172
16192800	0.207
16196400	0.172
16200000	0.345
16203600	0.517
16207200	0.345
16210800	0.379
16214400	0.345
16218000	0.448
16221600	0.483
16225200	0.69
16228800	0.862
16232400	0.862
16236000	1.0
16239600	1.0
16243200	1.0
16246800	1.0
16250400	1.0
16254000	1.0
16257600	1.0
16261200	1.0
16264800	0.862
16268400	0.621
16272000	0.483
16275600	0.172
16279200	0.207
16282800	0.172
16286400	0.345
16290000	0.517
16293600	0.345
16297200	0.379
16300800	0.345
16304400	0.448
16308000	0.483
16311600	0.69
16315200	0.862
16318800	0.862
16322400	1.0
16326000	1.0
16329600	1.0
16333200	1.0
16336800	1.0
16340400	1.0
16344000	1.0
16347600	1.0
16351200	0.862
16354800	0.621
16358400	0.483
16362000	0.172
16365600	0.207
16369200	0.172
16372800	0.345
16376400	0.517
16380000	0.345
16383600	0.379
16387200	0.345
16390800	0.448
16394400	0.483
16398000	0.69
16401600	0.862
16405200	0.862
16408800	1.0
16412400	1.0
16416000	1.0
16419600	1.0
16423200	1.0
16426800	1.0
16430400	1.0
16434000	1.0
16437600	0.862
16441200	0.621
16444800	0.483
16448400	0.172
16452000	0.207
16455600	0.172
16459200	0.345
16462800	0.517
16466400	0.345
16470000	0.379
16473600	0.345
16477200	0.448
16480800	0.483
16484400	0.69
16488000	0.862
16491600	0.862
16495200	1.0
16498800	1.0
16502400	0.996
16506000	0.996
16509600	0.996
16513200	1.0
16516800	1.0
16520400	0.996
16524000	0.822
16527600	0.724
16531200	0.655
16534800	0.552
16538400	0.448
16542000	0.31
16545600	0.586
16549200	0.655
16552800	0.552
16556400	0.483
16560000	0.448
16563600	0.483
16567200	0.517
16570800	0.69
16574400	0.759
16578000	0.793
16581600	0.793
16585200	0.966
16588800	0.996
16592400	0.996
16596000	1.0
16599600	1.0
16603200	1.0
16606800	0.996
16610400	0.822
16614000	0.724
16617600	0.655
16621200	0.552
16624800	0.448
16628400	0.31
16632000	0.586
16635600	0.655
16639200	0.552
16642800	0.483
16646400	0.448
16650000	0.483
16653600	0.517
16657200	0.69
16660800	0.759
16664400	0.793
16668000	0.793
16671600	0.966
16675200	1.0
16678800	1.0
16682400	1.0
16686000	1.0
16689600	1.0
16693200	1.0
16696800	0.862
16700400	0.621
16704000	0.483
16707600	0.172
16711200	0.207
16714800	0.172
16718400	0.345
16722000	0.517
16725600	0.345
16729200	0.379
16732800	0.345
16736400	0.448
16740000	0.483
16743600	0.69
16747200	0.862
16750800	0.862
16754400	1.0
16758000	1.0
16761600	1.0
16765200	1.0
16768800	1.0
16772400	1.0
16776000	1.0
16779600	1.0
16783200	0.862
16786800	0.621
16790400	0.483
16794000	0.172
16797600	0.207
16801200	0.172
16804800	0.345
16808400	0.517
16812000	0.345
16815600	0.379
16819200	0.345
16822800	0.448
16826400	0.483
16830000	0.69
16833600	0.862
16837200	0.862
16840800	1.0
16844400	1.0
16848000	1.0
16851600	1.0
16855200	1.0
16858800	1.0
16862400	1.0
16866000	1.0
16869600	0.862
16873200	0.621
16876800	0.483
16880400	0.172
16884000	0.207
16887600	0.172
16891200	0.345
16894800	0.517
16898400	0.345
16902000	0.379
16905600	0.345
16909200	0.448
16912800	0.483
16916400	0.69
16920000	0.862
16923600	0.862
16927200	1.0
16930800	1.0
16934400	1.0
16938000	1.0
16941600	1.0
16945200	1.0
16948800	1.0
16952400	1.0
16956000	0.862
16959600	0.621
16963200	0.483
16966800	0.172
16970400	0.207
16974000	0.172
16977600	0.345
16981200	0.517
16984800	0.345
16988400	0.379
16992000	0.345
16995600	0.448
16999200	0.483
17002800	0.69
17006400	0.862
17010000	0.862
17013600	1.0
17017200	1.0
17020800	1.0
17024400	1.0
17028000	1.0
17031600	1.0
17035200	1.0
17038800	1.0
17042400	0.862
17046000	0.621
17049600	0.483
17053200	0.172
17056800	0.207
17060400	0.172
17064000	0.345
17067600	0.517
17071200	0.345
17074800	0.379
17078400	0.345
17082000	0.448
17085600	0.483
17089200	0.69
17092800	0.862
17096400	0.862
17100000	1.0
17103600	1.0
17107200	0.996
17110800	0.996
17114400	0.996
17118000	1.0
17121600	1.0
17125200	0.996
17128800	0.822
17132400	0.724
17136000	0.655
17139600	0.552
17143200	0.448
17146800	0.31
17150400	0.586
17154000	0.655
17157600	0.552
17161200	0.483
17164800	0.448
17168400	0.483
17172000	0.517
17175600	0.69
17179200	0.759
17182800	0.793
17186400	0.793
17190000	0.966
17193600	0.996
17197200	0.996
17200800	1.0
17204400	1.0
17208000	1.0
17211600	0.996
17215200	0.822
17218800	0.724
17222400	0.655
17226000	0.552
17229600	0.448
17233200	0.31
17236800	0.586
17240400	0.655
17244000	0.552
17247600	0.483
17251200	0.448
17254800	0.483
17258400	0.517
17262000	0.69
17265600	0.759
17269200	0.793
17272800	0.793
17276400	0.966
17280000	1.0
17283600	1.0
17287200	1.0
17290800	1.0
17294400	1.0
17298000	1.0
17301600	0.862
17305200	0.621
17308800	0.483
17312400	0.172
17316000	0.207
17319600	0.172
17323200	0.345
17326800	0.517
17330400	0.345
17334000	0.379
17337600	0.345
17341200	0.448
17344800	0.483
17348400	0.69
17352000	0.862
17355600	0.862
17359200	1.0
17362800	1.0
17366400	1.0
17370000	1.0
17373600	1.0
17377200	1.0
17380800	1.0
17384400	1.0
17388000	0.862
17391600	0.621
17395200	0.483
17398800	0.172
17402400	0.207
17406000	0.172
17409600	0.345
17413200	0.517
17416800	0.345
17420400	0.379
17424000	0.345
17427600	0.448
17431200	0.483
17434800	0.69
17438400	0.862
17442000	0.862
17445600	1.0
17449200	1.0
17452800	1.0
17456400	1.0
17460000	1.0
17463600	1.0
17467200	1.0
17470800	1.0
17474400	0.862
17478000	0.621
17481600	0.483
17485200	0.172
17488800	0.207
17492400	0.172
17496000	0.345
17499600	0.517
17503200	0.345
17506800	0.379
17510400	0.345
17514000	0.448
17517600	0.483
17521200	0.69
17524800	0.862
17528400	0.862
17532000	1.0
17535600	1.0
17539200	1.0
17542800	1.0
17546400	1.0
17550000	1.0
17553600	1.0
17557200	1.0
17560800	0.862
17564400	0.621
17568000	0.483
17571600	0.172
17575200	0.207
17578800	0.172
17582400	0.345
17586000	0.517
17589600	0.345
17593200	0.379
17596800	0.345
17600400	0.448
17604000	0.483
17607600	0.69
17611200	0.862
17614800	0.862
17618400	1.0
17622000	1.0
17625600	1.0
17629200	1.0
17632800	1.0
17636400	1.0
17640000	1.0
17643600	1.0
17647200	0.862
17650800	0.621
17654400	0.483
17658000	0.172
17661600	0.207
17665200	0.172
17668800	0.345
17672400	0.517
17676000	0.345
17679600	0.379
17683200	0.345
17686800	0.448
17690400	0.483
17694000	0.69
17697600	0.862
17701200	0.862
17704800	1.0
17708400	1.0
17712000	0.996
17715600	0.996
17719200	0.996
17722800	1.0
17726400	1.0
17730000	0.996
17733600	0.822
17737200	0.724
17740800	0.655
17744400	0.552
17748000	0.448
17751600	0.31
17755200	0.586
17758800	0.655
17762400	0.552
17766000	0.483
17769600	0.448
17773200	0.483
17776800	0.517
17780400	0.69
17784000	0.759
17787600	0.793
17791200	0.793
17794800	0.966
17798400	0.996
17802000	0.996
17805600	1.0
17809200	1.0
17812800	1.0
17816400	0.996
17820000	0.822
17823600	0.724
17827200	0.655
17830800	0.552
17834400	0.448
17838000	0.31
17841600	0.586
17845200	0.655
17848800	0.552
17852400	0.483
17856000	0.448
17859600	0.483
17863200	0.517
17866800	0.69
17870400	0.759
17874000	0.793
17877600	0.793
17881200	0.966
17884800	1.0
17888400	1.0
17892000	1.0
17895600	1.0
17899200	1.0
17902800	1.0
17906400	0.862
17910000	0.621
17913600	0.483
17917200	0.172
17920800	0.207
17924400	0.172
17928000	0.345
17931600	0.517
17935200	0.345
17938800	0.379
17942400	0.345
17946000	0.448
17949600	0.483
17953200	0.69
17956800	0.862
17960400	0.862
17964000	1.0
17967600	1.0
17971200	1.0
17974800	1.0
17978400	1.0
17982000	1.0
17985600	1.0
17989200	1.0
17992800	0.862
17996400	0.621
18000000	0.483
18003600	0.172
18007200	0.207
18010800	0.172
18014400	0.345
18018000	0.517
18021600	0.345
18025200	0.379
18028800	0.345
18032400	0.448
18036000	0.483
18039600	0.69
18043200	0.862
18046800	0.862
18050400	1.0
18054000	1.0
18057600	1.0
18061200	1.0
18064800	1.0
18068400	1.0
18072000	1.0
18075600	1.0
18079200	0.862
18082800	0.621
18086400	0.483
18090000	0.172
18093600	0.207
18097200	0.172
18100800	0.345
18104400	0.517
18108000	0.345
18111600	0.379
18115200	0.345
18118800	0.448
18122400	0.483
18126000	0.69
18129600	0.862
18133200	0.862
18136800	1.0
18140400	1.0
18144000	1.0
18147600	1.0
18151200	1.0
18154800	1.0
18158400	1.0
18162000	1.0
18165600	0.862
18169200	0.621
18172800	0.483
18176400	0.172
18180000	0.207
18183600	0.172
18187200	0.345
18190800	0.517
18194400	0.345
18198000	0.379
18201600	0.345
18205200	0.448
18208800	0.483
18212400	0.69
18216000	0.862
18219600	0.862
18223200	1.0
18226800	1.0
18230400	1.0
18234000	1.0
18237600	1.0
18241200	1.0
18244800	1.0
18248400	1.0
18252000	0.862
18255600	0.621
18259200	0.483
18262800	0.172
18266400	0.207
18270000	0.172
18273600	0.345
18277200	0.517
18280800	0.345
18284400	0.379
18288000	0.345
18291600	0.448
18295200	0.483
18298800	0.69
18302400	0.862
18306000	0.862
18309600	1.0
18313200	1.0
18316800	0.996
18320400	0.996
18324000	0.996
18327600	1.0
18331200	1.0
18334800	0.996
18338400	0.822
18342000	0.724
18345600	0.655
18349200	0.552
18352800	0.448
18356400	0.31
18360000	0.586
18363600	0.655
18367200	0.552
18370800	0.483
18374400	0.448
18378000	0.483
18381600	0.517
18385200	0.69
18388800	0.759
18392400	0.793
18396000	0.793
18399600	0.966
18403200	0.996
18406800	0.996
18410400	1.0
18414000	1.0
18417600	1.0
18421200	0.996
18424800	0.822
18428400	0.724
18432000	0.655
18435600	0.552
18439200	0.448
18442800	0.31
18446400	0.586
18450000	0.655
18453600	0.552
18457200	0.483
18460800	0.448
18464400	0.483
18468000	0.517
18471600	0.69
18475200	0.759
18478800	0.793
18482400	0.793
18486000	0.966
18489600	1.0
18493200	1.0
18496800	1.0
18500400	1.0
18504000	1.0
18507600	1.0
18511200	0.862
18514800	0.621
18518400	0.483
18522000	0.172
18525600	0.207
18529200	0.172
18532800	0.345
18536400	0.517
18540000	0.345
18543600	0.379
18547200	0.345
18550800	0.448
18554400	0.483
18558000	0.69
18561600	0.862
18565200	0.862
18568800	1.0
18572400	1.0
18576000	1.0
18579600	1.0
18583200	1.0
18586800	1.0
18590400	1.0
18594000	1.0
18597600	0.862
18601200	0.621
18604800	0.483
18608400	0.172
18612000	0.207
18615600	0.172
18619200	0.345
18622800	0.517
18626400	0.345
18630000	0.379
18633600	0.345
18637200	0.448
18640800	0.483
18644400	0.69
18648000	0.862
18651600	0.862
18655200	1.0
18658800	1.0
18662400	1.0
18666000	1.0
18669600	1.0
18673200	1.0
18676800	1.0
18680400	1.0
18684000	0.862
18687600	0.621
18691200	0.483
18694800	0.172
18698400	0.207
18702000	0.172
18705600	0.345
18709200	0.517
18712800	0.345
18716400	0.379
18720000	0.345
18723600	0.448
18727200	0.483
18730800	0.69
18734400	0.862
18738000	0.862
18741600	1.0
18745200	1.0
18748800	1.0
18752400	1.0
18756000	1.0
18759600	1.0
18763200	1.0
18766800	1.0
18770400	0.862
18774000	0.621
18777600	0.483
18781200	0.172
18784800	0.207
18788400	0.172
18792000	0.345
18795600	0.517
18799200	0.345
18802800	0.379
18806400	0.345
18810000	0.448
18813600	0.483
18817200	0.69
18820800	0.862
18824400	0.862
18828000	1.0
18831600	1.0
18835200	1.0
18838800	1.0
18842400	1.0
18846000	1.0
18849600	1.0
18853200	1.0
18856800	0.862
18860400	0.621
18864000	0.483
18867600	0.172
18871200	0.207
18874800	0.172
18878400	0.345
18882000	0.517
18885600	0.345
18889200	0.379
18892800	0.345
18896400	0.448
18900000	0.483
18903600	0.69
18907200	0.862
18910800	0.862
18914400	1.0
18918000	1.0
18921600	0.996
18925200	0.996
18928800	0.996
18932400	1.0
18936000	1.0
18939600	0.996
18943200	0.822
18946800	0.724
18950400	0.655
18954000	0.552
18957600	0.448
18961200	0.31
