#1
double	presence(8760,2)
6379200	0.759
6382800	0.793
6386400	0.793
6390000	0.966
6393600	1.0
6397200	1.0
6400800	1.0
6404400	1.0
6408000	1.0
6411600	1.0
6415200	0.862
6418800	0.621
6422400	0.483
6426000	0.172
6429600	0.207
6433200	0.172
6436800	0.345
6440400	0.517
6444000	0.345
6447600	0.379
6451200	0.345
6454800	0.448
6458400	0.483
6462000	0.69
6465600	0.862
6469200	0.862
6472800	1.0
6476400	1.0
6480000	1.0
6483600	1.0
6487200	1.0
6490800	1.0
6494400	1.0
6498000	1.0
6501600	0.862
6505200	0.621
6508800	0.483
6512400	0.172
6516000	0.207
6519600	0.172
6523200	0.345
6526800	0.517
6530400	0.345
6534000	0.379
6537600	0.345
6541200	0.448
6544800	0.483
6548400	0.69
6552000	0.862
6555600	0.862
6559200	1.0
6562800	1.0
6566400	1.0
6570000	1.0
6573600	1.0
6577200	1.0
6580800	1.0
6584400	1.0
6588000	0.862
6591600	0.621
6595200	0.483
6598800	0.172
6602400	0.207
6606000	0.172
6609600	0.345
6613200	0.517
6616800	0.345
6620400	0.379
6624000	0.345
6627600	0.448
6631200	0.483
6634800	0.69
6638400	0.862
6642000	0.862
6645600	1.0
6649200	1.0
6652800	1.0
6656400	1.0
6660000	1.0
6663600	1.0
6667200	1.0
6670800	1.0
6674400	0.862
6678000	0.621
6681600	0.483
6685200	0.172
6688800	0.207
6692400	0.172
6696000	0.345
6699600	0.517
6703200	0.345
6706800	0.379
6710400	0.345
6714000	0.448
6717600	0.483
6721200	0.69
6724800	0.862
6728400	0.862
6732000	1.0
6735600	1.0
6739200	1.0
6742800	1.0
6746400	1.0
6750000	1.0
6753600	1.0
6757200	1.0
6760800	0.862
6764400	0.621
6768000	0.483
6771600	0.172
6775200	0.207
6778800	0.172
6782400	0.345
6786000	0.517
6789600	0.345
6793200	0.379
6796800	0.345
6800400	0.448
6804000	0.483
6807600	0.69
6811200	0.862
6814800	0.862
6818400	1.0
6822000	1.0
6825600	0.996
6829200	0.996
6832800	0.996
6836400	1.0
6840000	1.0
6843600	0.996
6847200	0.822
6850800	0.724
6854400	0.655
6858000	0.552
6861600	0.448
6865200	0.31
6868800	0.586
6872400	0.655
6876000	0.552
6879600	0.483
6883200	0.448
6886800	0.483
6890400	0.517
6894000	0.69
6897600	0.759
6901200	0.793
6904800	0.793
6908400	0.966
6912000	0.996
6915600	0.996
6919200	1.0
6922800	1.0
6926400	1.0
6930000	0.996
6933600	0.822
6937200	0.724
6940800	0.655
6944400	0.552
6948000	0.448
6951600	0.31
6955200	0.586
6958800	0.655
6962400	0.552
6966000	0.483
6969600	0.448
6973200	0.483
6976800	0.517
6980400	0.69
6984000	0.759
6987600	0.793
6991200	0.793
6994800	0.966
6998400	1.0
7002000	1.0
7005600	1.0
7009200	1.0
7012800	1.0
7016400	1.0
7020000	0.862
7023600	0.621
7027200	0.483
7030800	0.172
7034400	0.207
7038000	0.172
7041600	0.345
7045200	0.517
7048800	0.345
7052400	0.379
7056000	0.345
7059600	0.448
7063200	0.483
7066800	0.69
7070400	0.862
7074000	0.862
7077600	1.0
7081200	1.0
7084800	1.0
7088400	1.0
7092000	1.0
7095600	1.0
7099200	1.0
7102800	1.0
7106400	0.862
7110000	0.621
7113600	0.483
7117200	0.172
7120800	0.207
7124400	0.172
7128000	0.345
7131600	0.517
7135200	0.345
7138800	0.379
7142400	0.345
7146000	0.448
7149600	0.483
7153200	0.69
7156800	0.862
7160400	0.862
7164000	1.0
7167600	1.0
7171200	1.0
7174800	1.0
7178400	1.0
7182000	1.0
7185600	1.0
7189200	1.0
7192800	0.862
7196400	0.621
7200000	0.483
7203600	0.172
7207200	0.207
7210800	0.172
7214400	0.345
7218000	0.517
7221600	0.345
7225200	0.379
7228800	0.345
7232400	0.448
7236000	0.483
7239600	0.69
7243200	0.862
7246800	0.862
7250400	1.0
7254000	1.0
7257600	1.0
7261200	1.0
7264800	1.0
7268400	1.0
7272000	1.0
7275600	1.0
7279200	0.862
7282800	0.621
7286400	0.483
7290000	0.172
7293600	0.207
7297200	0.172
7300800	0.345
7304400	0.517
7308000	0.345
7311600	0.379
7315200	0.345
7318800	0.448
7322400	0.483
7326000	0.69
7329600	0.862
7333200	0.862
7336800	1.0
7340400	1.0
7344000	1.0
7347600	1.0
7351200	1.0
7354800	1.0
7358400	1.0
7362000	1.0
7365600	0.862
7369200	0.621
7372800	0.483
7376400	0.172
7380000	0.207
7383600	0.172
7387200	0.345
7390800	0.517
7394400	0.345
7398000	0.379
7401600	0.345
7405200	0.448
7408800	0.483
7412400	0.69
7416000	0.862
7419600	0.862
7423200	1.0
7426800	1.0
7430400	0.996
7434000	0.996
7437600	0.996
7441200	1.0
7444800	1.0
7448400	0.996
7452000	0.822
7455600	0.724
7459200	0.655
7462800	0.552
7466400	0.448
7470000	0.31
7473600	0.586
7477200	0.655
7480800	0.552
7484400	0.483
7488000	0.448
7491600	0.483
7495200	0.517
7498800	0.69
7502400	0.759
7506000	0.793
7509600	0.793
7513200	0.966
7516800	0.996
7520400	0.996
7524000	1.0
7527600	1.0
7531200	1.0
7534800	0.996
7538400	0.822
7542000	0.724
7545600	0.655
7549200	0.552
7552800	0.448
7556400	0.31
7560000	0.586
7563600	0.655
7567200	0.552
7570800	0.483
7574400	0.448
7578000	0.483
7581600	0.517
7585200	0.69
7588800	0.759
7592400	0.793
7596000	0.793
7599600	0.966
7603200	1.0
7606800	1.0
7610400	1.0
7614000	1.0
7617600	1.0
7621200	1.0
7624800	0.862
7628400	0.621
7632000	0.483
7635600	0.172
7639200	0.207
7642800	0.172
7646400	0.345
7650000	0.517
7653600	0.345
7657200	0.379
7660800	0.345
7664400	0.448
7668000	0.483
7671600	0.69
7675200	0.862
7678800	0.862
7682400	1.0
7686000	1.0
7689600	1.0
7693200	1.0
7696800	1.0
7700400	1.0
7704000	1.0
7707600	1.0
7711200	0.862
7714800	0.621
7718400	0.483
7722000	0.172
7725600	0.207
7729200	0.172
7732800	0.345
7736400	0.517
7740000	0.345
7743600	0.379
7747200	0.345
7750800	0.448
7754400	0.483
7758000	0.69
7761600	0.862
7765200	0.862
7768800	1.0
7772400	1.0
7776000	1.0
7779600	1.0
7783200	1.0
7786800	1.0
7790400	1.0
7794000	1.0
7797600	0.862
7801200	0.621
7804800	0.483
7808400	0.172
7812000	0.207
7815600	0.172
7819200	0.345
7822800	0.517
7826400	0.345
7830000	0.379
7833600	0.345
7837200	0.448
7840800	0.483
7844400	0.69
7848000	0.862
7851600	0.862
7855200	1.0
7858800	1.0
7862400	1.0
7866000	1.0
7869600	1.0
7873200	1.0
7876800	1.0
7880400	1.0
7884000	0.862
7887600	0.621
7891200	0.483
7894800	0.172
7898400	0.207
7902000	0.172
7905600	0.345
7909200	0.517
7912800	0.345
7916400	0.379
7920000	0.345
7923600	0.448
7927200	0.483
7930800	0.69
7934400	0.862
7938000	0.862
7941600	1.0
7945200	1.0
7948800	0.996
7952400	0.996
7956000	1.0
7959600	1.0
7963200	1.0
7966800	0.996
7970400	0.822
7974000	0.724
7977600	0.655
7981200	0.552
7984800	0.448
7988400	0.31
7992000	0.586
7995600	0.655
7999200	0.552
8002800	0.483
8006400	0.448
8010000	0.483
8013600	0.517
8017200	0.69
8020800	0.759
8024400	0.793
8028000	0.793
8031600	0.966
8035200	0.996
8038800	0.996
8042400	0.996
8046000	1.0
8049600	1.0
8053200	0.996
8056800	0.822
8060400	0.724
8064000	0.655
8067600	0.552
8071200	0.448
8074800	0.31
8078400	0.586
8082000	0.655
8085600	0.552
8089200	0.483
8092800	0.448
8096400	0.483
8100000	0.517
8103600	0.69
8107200	0.759
8110800	0.793
8114400	0.793
8118000	0.966
8121600	0.996
8125200	0.996
8128800	1.0
8132400	1.0
8136000	1.0
8139600	0.996
8143200	0.822
8146800	0.724
8150400	0.655
8154000	0.552
8157600	0.448
8161200	0.31
8164800	0.586
8168400	0.655
8172000	0.552
8175600	0.483
8179200	0.448
8182800	0.483
8186400	0.517
8190000	0.69
8193600	0.759
8197200	0.793
8200800	0.793
8204400	0.966
8208000	0.996
8211600	0.996
8215200	1.0
8218800	1.0
8222400	1.0
8226000	0.996
8229600	0.822
8233200	0.724
8236800	0.655
8240400	0.552
8244000	0.448
8247600	0.31
8251200	0.586
8254800	0.655
8258400	0.552
8262000	0.483
8265600	0.448
8269200	0.483
8272800	0.517
8276400	0.69
8280000	0.759
8283600	0.793
8287200	0.793
8290800	0.966
8294400	1.0
8298000	1.0
8301600	1.0
8305200	1.0
8308800	1.0
8312400	1.0
8316000	0.862
8319600	0.621
8323200	0.483
8326800	0.172
8330400	0.207
8334000	0.172
8337600	0.345
8341200	0.517
8344800	0.345
8348400	0.379
8352000	0.345
8355600	0.448
8359200	0.483
8362800	0.69
8366400	0.862
8370000	0.862
8373600	1.0
8377200	1.0
8380800	1.0
8384400	1.0
8388000	1.0
8391600	1.0
8395200	1.0
8398800	1.0
8402400	0.862
8406000	0.621
8409600	0.483
8413200	0.172
8416800	0.207
8420400	0.172
8424000	0.345
8427600	0.517
8431200	0.345
8434800	0.379
8438400	0.345
8442000	0.448
8445600	0.483
8449200	0.69
8452800	0.862
8456400	0.862
8460000	1.0
8463600	1.0
8467200	1.0
8470800	1.0
8474400	1.0
8478000	1.0
8481600	1.0
8485200	1.0
8488800	0.862
8492400	0.621
8496000	0.483
8499600	0.172
8503200	0.207
8506800	0.172
8510400	0.345
8514000	0.517
8517600	0.345
8521200	0.379
8524800	0.345
8528400	0.448
8532000	0.483
8535600	0.69
8539200	0.862
8542800	0.862
8546400	1.0
8550000	1.0
8553600	1.0
8557200	1.0
8560800	1.0
8564400	1.0
8568000	1.0
8571600	1.0
8575200	0.862
8578800	0.621
8582400	0.483
8586000	0.172
8589600	0.207
8593200	0.172
8596800	0.345
8600400	0.517
8604000	0.345
8607600	0.379
8611200	0.345
8614800	0.448
8618400	0.483
8622000	0.69
8625600	0.862
8629200	0.862
8632800	1.0
8636400	1.0
8640000	0.996
8643600	0.996
8647200	0.996
8650800	1.0
8654400	1.0
8658000	0.996
8661600	0.822
8665200	0.724
8668800	0.655
8672400	0.552
8676000	0.448
8679600	0.31
8683200	0.586
8686800	0.655
8690400	0.552
8694000	0.483
8697600	0.448
8701200	0.483
8704800	0.517
8708400	0.69
8712000	0.759
8715600	0.793
8719200	0.793
8722800	0.966
8726400	0.996
8730000	0.996
8733600	1.0
8737200	1.0
8740800	1.0
8744400	0.996
8748000	0.822
8751600	0.724
8755200	0.655
8758800	0.552
8762400	0.448
8766000	0.31
8769600	0.586
8773200	0.655
8776800	0.552
8780400	0.483
8784000	0.448
8787600	0.483
8791200	0.517
8794800	0.69
8798400	0.759
8802000	0.793
8805600	0.793
8809200	0.966
8812800	1.0
8816400	1.0
8820000	1.0
8823600	1.0
8827200	1.0
8830800	1.0
8834400	0.862
8838000	0.621
8841600	0.483
8845200	0.172
8848800	0.207
8852400	0.172
8856000	0.345
8859600	0.517
8863200	0.345
8866800	0.379
8870400	0.345
8874000	0.448
8877600	0.483
8881200	0.69
8884800	0.862
8888400	0.862
8892000	1.0
8895600	1.0
8899200	1.0
8902800	1.0
8906400	1.0
8910000	1.0
8913600	1.0
8917200	1.0
8920800	0.862
8924400	0.621
8928000	0.483
8931600	0.172
8935200	0.207
8938800	0.172
8942400	0.345
8946000	0.517
8949600	0.345
8953200	0.379
8956800	0.345
8960400	0.448
8964000	0.483
8967600	0.69
8971200	0.862
8974800	0.862
8978400	1.0
8982000	1.0
8985600	1.0
8989200	1.0
8992800	1.0
8996400	1.0
9000000	1.0
9003600	1.0
9007200	0.862
9010800	0.621
9014400	0.483
9018000	0.172
9021600	0.207
9025200	0.172
9028800	0.345
9032400	0.517
9036000	0.345
9039600	0.379
9043200	0.345
9046800	0.448
9050400	0.483
9054000	0.69
9057600	0.862
9061200	0.862
9064800	1.0
9068400	1.0
9072000	1.0
9075600	1.0
9079200	1.0
9082800	1.0
9086400	1.0
9090000	1.0
9093600	0.862
9097200	0.621
9100800	0.483
9104400	0.172
9108000	0.207
9111600	0.172
9115200	0.345
9118800	0.517
9122400	0.345
9126000	0.379
9129600	0.345
9133200	0.448
9136800	0.483
9140400	0.69
9144000	0.862
9147600	0.862
9151200	1.0
9154800	1.0
9158400	1.0
9162000	1.0
9165600	1.0
9169200	1.0
9172800	1.0
9176400	1.0
9180000	0.862
9183600	0.621
9187200	0.483
9190800	0.172
9194400	0.207
9198000	0.172
9201600	0.345
9205200	0.517
9208800	0.345
9212400	0.379
9216000	0.345
9219600	0.448
9223200	0.483
9226800	0.69
9230400	0.862
9234000	0.862
9237600	1.0
9241200	1.0
9244800	0.996
9248400	0.996
9252000	0.996
9255600	1.0
9259200	1.0
9262800	0.996
9266400	0.822
9270000	0.724
9273600	0.655
9277200	0.552
9280800	0.448
9284400	0.31
9288000	0.586
9291600	0.655
9295200	0.552
9298800	0.483
9302400	0.448
9306000	0.483
9309600	0.517
9313200	0.69
9316800	0.759
9320400	0.793
9324000	0.793
9327600	0.966
9331200	0.996
9334800	0.996
9338400	1.0
9342000	1.0
9345600	1.0
9349200	0.996
9352800	0.822
9356400	0.724
9360000	0.655
9363600	0.552
9367200	0.448
9370800	0.31
9374400	0.586
9378000	0.655
9381600	0.552
9385200	0.483
9388800	0.448
9392400	0.483
9396000	0.517
9399600	0.69
9403200	0.759
9406800	0.793
9410400	0.793
9414000	0.966
9417600	1.0
9421200	1.0
9424800	1.0
9428400	1.0
9432000	1.0
9435600	1.0
9439200	0.862
9442800	0.621
9446400	0.483
9450000	0.172
9453600	0.207
9457200	0.172
9460800	0.345
9464400	0.517
9468000	0.345
9471600	0.379
9475200	0.345
9478800	0.448
9482400	0.483
9486000	0.69
9489600	0.862
9493200	0.862
9496800	1.0
9500400	1.0
9504000	1.0
9507600	1.0
9511200	1.0
9514800	1.0
9518400	1.0
9522000	1.0
9525600	0.862
9529200	0.621
9532800	0.483
9536400	0.172
9540000	0.207
9543600	0.172
9547200	0.345
9550800	0.517
9554400	0.345
9558000	0.379
9561600	0.345
9565200	0.448
9568800	0.483
9572400	0.69
9576000	0.862
9579600	0.862
9583200	1.0
9586800	1.0
9590400	1.0
9594000	1.0
9597600	1.0
9601200	1.0
9604800	1.0
9608400	1.0
9612000	0.862
9615600	0.621
9619200	0.483
9622800	0.172
9626400	0.207
9630000	0.172
9633600	0.345
9637200	0.517
9640800	0.345
9644400	0.379
9648000	0.345
9651600	0.448
9655200	0.483
9658800	0.69
9662400	0.862
9666000	0.862
9669600	1.0
9673200	1.0
9676800	1.0
9680400	1.0
9684000	1.0
9687600	1.0
9691200	1.0
9694800	1.0
9698400	0.862
9702000	0.621
9705600	0.483
9709200	0.172
9712800	0.207
9716400	0.172
9720000	0.345
9723600	0.517
9727200	0.345
9730800	0.379
9734400	0.345
9738000	0.448
9741600	0.483
9745200	0.69
9748800	0.862
9752400	0.862
9756000	1.0
9759600	1.0
9763200	1.0
9766800	1.0
9770400	1.0
9774000	1.0
9777600	1.0
9781200	1.0
9784800	0.862
9788400	0.621
9792000	0.483
9795600	0.172
9799200	0.207
9802800	0.172
9806400	0.345
9810000	0.517
9813600	0.345
9817200	0.379
9820800	0.345
9824400	0.448
9828000	0.483
9831600	0.69
9835200	0.862
9838800	0.862
9842400	1.0
9846000	1.0
9849600	0.996
9853200	0.996
9856800	0.996
9860400	1.0
9864000	1.0
9867600	0.996
9871200	0.822
9874800	0.724
9878400	0.655
9882000	0.552
9885600	0.448
9889200	0.31
9892800	0.586
9896400	0.655
9900000	0.552
9903600	0.483
9907200	0.448
9910800	0.483
9914400	0.517
9918000	0.69
9921600	0.759
9925200	0.793
9928800	0.793
9932400	0.966
9936000	0.996
9939600	0.996
9943200	1.0
9946800	1.0
9950400	1.0
9954000	0.996
9957600	0.822
9961200	0.724
9964800	0.655
9968400	0.552
9972000	0.448
9975600	0.31
9979200	0.586
9982800	0.655
9986400	0.552
9990000	0.483
9993600	0.448
9997200	0.483
10000800	0.517
10004400	0.69
10008000	0.759
10011600	0.793
10015200	0.793
10018800	0.966
10022400	1.0
10026000	1.0
10029600	1.0
10033200	1.0
10036800	1.0
10040400	1.0
10044000	0.862
10047600	0.621
10051200	0.483
10054800	0.172
10058400	0.207
10062000	0.172
10065600	0.345
10069200	0.517
10072800	0.345
10076400	0.379
10080000	0.345
10083600	0.448
10087200	0.483
10090800	0.69
10094400	0.862
10098000	0.862
10101600	1.0
10105200	1.0
10108800	1.0
10112400	1.0
10116000	1.0
10119600	1.0
10123200	1.0
10126800	1.0
10130400	0.862
10134000	0.621
10137600	0.483
10141200	0.172
10144800	0.207
10148400	0.172
10152000	0.345
10155600	0.517
10159200	0.345
10162800	0.379
10166400	0.345
10170000	0.448
10173600	0.483
10177200	0.69
10180800	0.862
10184400	0.862
10188000	1.0
10191600	1.0
10195200	1.0
10198800	1.0
10202400	1.0
10206000	1.0
10209600	1.0
10213200	1.0
10216800	0.862
10220400	0.621
10224000	0.483
10227600	0.172
10231200	0.207
10234800	0.172
10238400	0.345
10242000	0.517
10245600	0.345
10249200	0.379
10252800	0.345
10256400	0.448
10260000	0.483
10263600	0.69
10267200	0.862
10270800	0.862
10274400	1.0
10278000	1.0
10281600	1.0
10285200	1.0
10288800	1.0
10292400	1.0
10296000	1.0
10299600	1.0
10303200	0.862
10306800	0.621
10310400	0.483
10314000	0.172
10317600	0.207
10321200	0.172
10324800	0.345
10328400	0.517
10332000	0.345
10335600	0.379
10339200	0.345
10342800	0.448
10346400	0.483
10350000	0.69
10353600	0.862
10357200	0.862
10360800	1.0
10364400	1.0
10368000	0.996
10371600	0.996
10375200	1.0
10378800	1.0
10382400	1.0
10386000	0.996
10389600	0.822
10393200	0.724
10396800	0.655
10400400	0.552
10404000	0.448
10407600	0.31
10411200	0.586
10414800	0.655
10418400	0.552
10422000	0.483
10425600	0.448
10429200	0.483
10432800	0.517
10436400	0.69
10440000	0.759
10443600	0.793
10447200	0.793
10450800	0.966
10454400	0.996
10458000	0.996
10461600	0.996
10465200	1.0
10468800	1.0
10472400	0.996
10476000	0.822
10479600	0.724
10483200	0.655
10486800	0.552
10490400	0.448
10494000	0.31
10497600	0.586
10501200	0.655
10504800	0.552
10508400	0.483
10512000	0.448
10515600	0.483
10519200	0.517
10522800	0.69
10526400	0.759
10530000	0.793
10533600	0.793
10537200	0.966
10540800	0.996
10544400	0.996
10548000	1.0
10551600	1.0
10555200	1.0
10558800	0.996
10562400	0.822
10566000	0.724
10569600	0.655
10573200	0.552
10576800	0.448
10580400	0.31
10584000	0.586
10587600	0.655
10591200	0.552
10594800	0.483
10598400	0.448
10602000	0.483
10605600	0.517
10609200	0.69
10612800	0.759
10616400	0.793
10620000	0.793
10623600	0.966
10627200	1.0
10630800	1.0
10634400	1.0
10638000	1.0
10641600	1.0
10645200	1.0
10648800	0.862
10652400	0.621
10656000	0.483
10659600	0.172
10663200	0.207
10666800	0.172
10670400	0.345
10674000	0.517
10677600	0.345
10681200	0.379
10684800	0.345
10688400	0.448
10692000	0.483
10695600	0.69
10699200	0.862
10702800	0.862
10706400	1.0
10710000	1.0
10713600	1.0
10717200	1.0
10720800	1.0
10724400	1.0
10728000	1.0
10731600	1.0
10735200	0.862
10738800	0.621
10742400	0.483
10746000	0.172
10749600	0.207
10753200	0.172
10756800	0.345
10760400	0.517
10764000	0.345
10767600	0.379
10771200	0.345
10774800	0.448
10778400	0.483
10782000	0.69
10785600	0.862
10789200	0.862
10792800	1.0
10796400	1.0
10800000	1.0
10803600	1.0
10807200	1.0
10810800	1.0
10814400	1.0
10818000	1.0
10821600	0.862
10825200	0.621
10828800	0.483
10832400	0.172
10836000	0.207
10839600	0.172
10843200	0.345
10846800	0.517
10850400	0.345
10854000	0.379
10857600	0.345
10861200	0.448
10864800	0.483
10868400	0.69
10872000	0.862
10875600	0.862
10879200	1.0
10882800	1.0
10886400	1.0
10890000	1.0
10893600	1.0
10897200	1.0
10900800	1.0
10904400	1.0
10908000	0.862
10911600	0.621
10915200	0.483
10918800	0.172
10922400	0.207
10926000	0.172
10929600	0.345
10933200	0.517
10936800	0.345
10940400	0.379
10944000	0.345
10947600	0.448
10951200	0.483
10954800	0.69
10958400	0.862
10962000	0.862
10965600	1.0
10969200	1.0
10972800	1.0
10976400	1.0
10980000	1.0
10983600	1.0
10987200	1.0
10990800	1.0
10994400	0.862
10998000	0.621
11001600	0.483
11005200	0.172
11008800	0.207
11012400	0.172
11016000	0.345
11019600	0.517
11023200	0.345
11026800	0.379
11030400	0.345
11034000	0.448
11037600	0.483
11041200	0.69
11044800	0.862
11048400	0.862
11052000	1.0
11055600	1.0
11059200	0.996
11062800	0.996
11066400	0.996
11070000	1.0
11073600	1.0
11077200	0.996
11080800	0.822
11084400	0.724
11088000	0.655
11091600	0.552
11095200	0.448
11098800	0.31
11102400	0.586
11106000	0.655
11109600	0.552
11113200	0.483
11116800	0.448
11120400	0.483
11124000	0.517
11127600	0.69
11131200	0.759
11134800	0.793
11138400	0.793
11142000	0.966
11145600	0.996
11149200	0.996
11152800	1.0
11156400	1.0
11160000	1.0
11163600	0.996
11167200	0.822
11170800	0.724
11174400	0.655
11178000	0.552
11181600	0.448
11185200	0.31
11188800	0.586
11192400	0.655
11196000	0.552
11199600	0.483
11203200	0.448
11206800	0.483
11210400	0.517
11214000	0.69
11217600	0.759
11221200	0.793
11224800	0.793
11228400	0.966
11232000	1.0
11235600	1.0
11239200	1.0
11242800	1.0
11246400	1.0
11250000	1.0
11253600	0.862
11257200	0.621
11260800	0.483
11264400	0.172
11268000	0.207
11271600	0.172
11275200	0.345
11278800	0.517
11282400	0.345
11286000	0.379
11289600	0.345
11293200	0.448
11296800	0.483
11300400	0.69
11304000	0.862
11307600	0.862
11311200	1.0
11314800	1.0
11318400	1.0
11322000	1.0
11325600	1.0
11329200	1.0
11332800	1.0
11336400	1.0
11340000	0.862
11343600	0.621
11347200	0.483
11350800	0.172
11354400	0.207
11358000	0.172
11361600	0.345
11365200	0.517
11368800	0.345
11372400	0.379
11376000	0.345
11379600	0.448
11383200	0.483
11386800	0.69
11390400	0.862
11394000	0.862
11397600	1.0
11401200	1.0
11404800	1.0
11408400	1.0
11412000	1.0
11415600	1.0
11419200	1.0
11422800	1.0
11426400	0.862
11430000	0.621
11433600	0.483
11437200	0.172
11440800	0.207
11444400	0.172
11448000	0.345
11451600	0.517
11455200	0.345
11458800	0.379
11462400	0.345
11466000	0.448
11469600	0.483
11473200	0.69
11476800	0.862
11480400	0.862
11484000	1.0
11487600	1.0
11491200	0.996
11494800	0.996
11498400	1.0
11502000	1.0
11505600	1.0
11509200	0.996
11512800	0.822
11516400	0.724
11520000	0.655
11523600	0.552
11527200	0.448
11530800	0.31
11534400	0.586
11538000	0.655
11541600	0.552
11545200	0.483
11548800	0.448
11552400	0.483
11556000	0.517
11559600	0.69
11563200	0.759
11566800	0.793
11570400	0.793
11574000	0.966
11577600	1.0
11581200	1.0
11584800	1.0
11588400	1.0
11592000	1.0
11595600	1.0
11599200	0.862
11602800	0.621
11606400	0.483
11610000	0.172
11613600	0.207
11617200	0.172
11620800	0.345
11624400	0.517
11628000	0.345
11631600	0.379
11635200	0.345
11638800	0.448
11642400	0.483
11646000	0.69
11649600	0.862
11653200	0.862
11656800	1.0
11660400	1.0
11664000	0.996
11667600	0.996
11671200	0.996
11674800	1.0
11678400	1.0
11682000	0.996
11685600	0.822
11689200	0.724
11692800	0.655
11696400	0.552
11700000	0.448
11703600	0.31
11707200	0.586
11710800	0.655
11714400	0.552
11718000	0.483
11721600	0.448
11725200	0.483
11728800	0.517
11732400	0.69
11736000	0.759
11739600	0.793
11743200	0.793
11746800	0.966
11750400	0.996
11754000	0.996
11757600	1.0
11761200	1.0
11764800	1.0
11768400	0.996
11772000	0.822
11775600	0.724
11779200	0.655
11782800	0.552
11786400	0.448
11790000	0.31
11793600	0.586
11797200	0.655
11800800	0.552
11804400	0.483
11808000	0.448
11811600	0.483
11815200	0.517
11818800	0.69
11822400	0.759
11826000	0.793
11829600	0.793
11833200	0.966
11836800	1.0
11840400	1.0
11844000	1.0
11847600	1.0
11851200	1.0
11854800	1.0
11858400	0.862
11862000	0.621
11865600	0.483
11869200	0.172
11872800	0.207
11876400	0.172
11880000	0.345
11883600	0.517
11887200	0.345
11890800	0.379
11894400	0.345
11898000	0.448
11901600	0.483
11905200	0.69
11908800	0.862
11912400	0.862
11916000	1.0
11919600	1.0
11923200	1.0
11926800	1.0
11930400	1.0
11934000	1.0
11937600	1.0
11941200	1.0
11944800	0.862
11948400	0.621
11952000	0.483
11955600	0.172
11959200	0.207
11962800	0.172
11966400	0.345
11970000	0.517
11973600	0.345
11977200	0.379
11980800	0.345
11984400	0.448
11988000	0.483
11991600	0.69
11995200	0.862
11998800	0.862
12002400	1.0
12006000	1.0
12009600	1.0
12013200	1.0
12016800	1.0
12020400	1.0
12024000	1.0
12027600	1.0
12031200	0.862
12034800	0.621
12038400	0.483
12042000	0.172
12045600	0.207
12049200	0.172
12052800	0.345
12056400	0.517
12060000	0.345
12063600	0.379
12067200	0.345
12070800	0.448
12074400	0.483
12078000	0.69
12081600	0.862
12085200	0.862
12088800	1.0
12092400	1.0
12096000	1.0
12099600	1.0
12103200	1.0
12106800	1.0
12110400	1.0
12114000	1.0
12117600	0.862
12121200	0.621
12124800	0.483
12128400	0.172
12132000	0.207
12135600	0.172
12139200	0.345
12142800	0.517
12146400	0.345
12150000	0.379
12153600	0.345
12157200	0.448
12160800	0.483
12164400	0.69
12168000	0.862
12171600	0.862
12175200	1.0
12178800	1.0
12182400	1.0
12186000	1.0
12189600	1.0
12193200	1.0
12196800	1.0
12200400	1.0
12204000	0.862
12207600	0.621
12211200	0.483
12214800	0.172
12218400	0.207
12222000	0.172
12225600	0.345
12229200	0.517
12232800	0.345
12236400	0.379
12240000	0.345
12243600	0.448
12247200	0.483
12250800	0.69
12254400	0.862
12258000	0.862
12261600	1.0
12265200	1.0
12268800	0.996
12272400	0.996
12276000	0.996
12279600	1.0
12283200	1.0
12286800	0.996
12290400	0.822
12294000	0.724
12297600	0.655
12301200	0.552
12304800	0.448
12308400	0.31
12312000	0.586
12315600	0.655
12319200	0.552
12322800	0.483
12326400	0.448
12330000	0.483
12333600	0.517
12337200	0.69
12340800	0.759
12344400	0.793
12348000	0.793
12351600	0.966
12355200	0.996
12358800	0.996
12362400	1.0
12366000	1.0
12369600	1.0
12373200	0.996
12376800	0.822
12380400	0.724
12384000	0.655
12387600	0.552
12391200	0.448
12394800	0.31
12398400	0.586
12402000	0.655
12405600	0.552
12409200	0.483
12412800	0.448
12416400	0.483
12420000	0.517
12423600	0.69
12427200	0.759
12430800	0.793
12434400	0.793
12438000	0.966
12441600	0.996
12445200	0.996
12448800	1.0
12452400	1.0
12456000	1.0
12459600	0.996
12463200	0.822
12466800	0.724
12470400	0.655
12474000	0.552
12477600	0.448
12481200	0.31
12484800	0.586
12488400	0.655
12492000	0.552
12495600	0.483
12499200	0.448
12502800	0.483
12506400	0.517
12510000	0.69
12513600	0.759
12517200	0.793
12520800	0.793
12524400	0.966
12528000	1.0
12531600	1.0
12535200	1.0
12538800	1.0
12542400	1.0
12546000	1.0
12549600	0.862
12553200	0.621
12556800	0.483
12560400	0.172
12564000	0.207
12567600	0.172
12571200	0.345
12574800	0.517
12578400	0.345
12582000	0.379
12585600	0.345
12589200	0.448
12592800	0.483
12596400	0.69
12600000	0.862
12603600	0.862
12607200	1.0
12610800	1.0
12614400	1.0
12618000	1.0
12621600	1.0
12625200	1.0
12628800	1.0
12632400	1.0
12636000	0.862
12639600	0.621
12643200	0.483
12646800	0.172
12650400	0.207
12654000	0.172
12657600	0.345
12661200	0.517
12664800	0.345
12668400	0.379
